RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01
416985,Baywood,San Mateo,CA,San Francisco,San Mateo,4954,1121900,1137000,1135400,1142900,1177200,1207900,1225200,1241200,1251100,1266700,1292800,1309900,1313100,1327500,1368700,1403700,1400300,1377800,1371400,1383100,1397200,1400600,1391900,1387300,1396000,1402200,1402700,1407900,1422600,1440500,1473300,1501700,1508800,1514400,1527000,1536600,1545600
116539,Menlo Oaks,Menlo Park,CA,San Francisco,San Mateo,4969,1979600,2036000,2093600,2133400,2163200,2165200,2147200,2133700,2136600,2146200,2167400,2195500,2242200,2284200,2288600,2247500,2182100,2155300,2183300,2222500,2218300,2180800,2137600,2140600,2181600,2218500,2233200,2245400,2257400,2260800,2259500,2262900,2277400,2313000,2378200,2460000,2514600
268611,Z'berg Park,Sacramento,CA,Sacramento,Sacramento,4973,331000,335900,340700,341700,341000,341800,343000,342100,340100,338600,337400,338200,341300,343900,345300,347500,350800,356200,362500,367400,370900,373100,374700,375900,374900,375700,381100,387800,391700,392500,390700,389000,389700,392100,394800,399600,406000
343602,Old City,Oakland,CA,San Francisco,Alameda,4992,430600,446200,463100,475900,486300,496900,504000,509100,514600,519600,524700,530200,533900,536000,539600,542900,544100,544700,549600,562200,575400,583900,587900,591900,598000,605400,610800,614300,619600,626300,628000,624900,622400,625100,631800,638800,642400
272978,Blair Park,San Bernardino,CA,Riverside,San Bernardino,5029,186800,188400,191300,195000,199400,202400,204200,205600,206500,208300,211300,213500,213800,214500,216800,220200,223600,225900,227100,228200,230000,231300,231200,230000,229500,229600,229400,228500,230100,235800,241600,244700,246300,248300,252000,256000,258200
343614,Green Acres,Palo Alto,CA,San Jose,Santa Clara,5052,2406100,2480000,2566700,2633000,2663000,2678300,2691100,2698900,2707900,2711400,2699200,2684400,2689200,2706500,2717900,2723700,2719400,2703500,2689300,2683500,2677100,2657600,2629800,2614300,2632200,2677200,2727200,2767800,2790700,2805800,2822500,2853500,2895500,2990800,3130100,3243700,3281800
273272,Claremont,Oakland,CA,San Francisco,Alameda,5064,1198900,1221100,1232300,1245000,1269500,1285200,1286100,1291700,1299100,1305600,1315500,1330900,1349800,1360000,1359600,1359700,1354000,1344100,1336100,1329400,1325800,1324900,1323900,1325700,1338300,1356600,1364600,1355400,1343600,1341700,1349600,1359700,1366200,1383500,1422700,1460000,1472500
416996,Southwest Hillsdale,San Mateo,CA,San Francisco,San Mateo,5070,1309200,1328200,1356000,1386300,1414000,1436700,1455800,1465800,1466900,1464100,1469300,1478200,1495200,1512800,1522600,1525800,1526200,1513900,1499600,1497700,1502800,1505100,1502500,1505000,1514800,1521700,1528200,1544500,1568100,1588200,1601100,1617400,1636900,1650100,1669500,1713400,1751800
268100,Crocker Highland,Oakland,CA,San Francisco,Alameda,5084,1331100,1365500,1396800,1422200,1444700,1463700,1495200,1526800,1532800,1514500,1501000,1495700,1498800,1496000,1485600,1469500,1454000,1443400,1436300,1442100,1452000,1449500,1446200,1471300,1515200,1565600,1597800,1608800,1612300,1618100,1635400,1662300,1677400,1717100,1798700,1864100,1885300
416177,Community Center,Palo Alto,CA,San Jose,Santa Clara,5115,3061300,3131400,3181900,3243500,3308200,3350600,3390700,3429700,3443600,3454000,3474100,3480100,3479300,3508500,3551900,3584700,3576700,3549000,3524100,3534400,3553600,3579600,3603400,3638800,3691100,3749100,3798500,3847800,3861300,3855500,3903300,3973900,4003100,4068800,4218100,4350300,4405500
