RegionID,RegionName,City,State,Metro,CountyName,No of bedrooms,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01
275237,Roosevelt,Fresno,CA,Fresno,Fresno,1,56500,57400,58000,58000,57900,57800,57800,57800,57600,57000,56400,55700,55300,55700,56500,57800,59100,60200,60700,61200,62400,64000,65200,65100,64500,63700,63000,62800,63500,64300,66800,69900,71400,72300,74700,77200,78400
273088,Bullard,Fresno,CA,Fresno,Fresno,1,86500,86100,86100,86400,86700,87600,88400,88300,87400,87000,86900,86900,87100,87900,89000,89800,90400,91100,91700,92200,92700,92800,92200,91300,90800,91200,92600,92600,92600,94400,97900,99800,102600,106500,110100,110900,110400
276652,West San Jose,San Jose,CA,San Jose,Santa Clara,1,434000,442500,451800,461900,468400,471700,477300,486200,495600,501700,504400,506400,512300,523000,531700,536600,538000,537200,535300,536200,538300,542200,552000,569500,591100,606700,611300,611800,611500,607800,607000,610000,611700,621700,641000,654400,659400
273480,Downtown,San Jose,CA,San Jose,Santa Clara,1,474900,477900,481800,486700,494100,505000,513300,518600,522600,524600,524200,523900,526400,533900,544300,553900,560400,563400,566300,571700,578500,584100,588300,593500,600600,606900,611600,617300,622600,628100,632800,638000,647800,663000,679400,693500,701700
274756,North Valley,San Jose,CA,San Jose,Santa Clara,1,355000,357800,359300,362600,369500,381000,394400,406100,411900,418300,425000,427300,425300,427000,429400,434100,441800,447200,446500,449900,459500,468700,472300,473500,477200,479000,473100,463600,455800,449800,449500,454400,461000,470200,483200,498500,509600
115003,Evergreen,San Jose,CA,San Jose,Santa Clara,1,320200,327500,338900,348300,356300,363400,365700,365600,368800,374900,376300,374700,375600,379700,382200,385000,388600,391500,393000,396800,401600,408000,418100,434500,452800,467800,476600,477200,472100,470000,472200,472700,472100,475900,483600,492500,500200
118987,Willow Glen,San Jose,CA,San Jose,Santa Clara,1,420300,423400,427600,435500,444600,451900,457000,465300,476800,485600,489700,492200,497700,509100,521900,529500,531800,530700,526900,522700,519900,517400,510200,507500,517200,534500,551500,567900,577800,582200,588500,598900,610800,625800,645800,667200,680600
276215,Blossom Valley,San Jose,CA,San Jose,Santa Clara,1,370000,370000,373300,378200,381000,382400,384300,385600,386500,388000,389800,390100,391800,396800,402900,406100,407000,410700,416700,420200,421400,423500,426100,430400,438400,448600,459200,469200,475100,479400,486700,494900,500800,509300,522300,535100,543900
114074,Cambrian Park,San Jose,CA,San Jose,Santa Clara,1,377900,380900,381300,380900,385300,391600,396300,402000,406000,402400,396700,392100,389800,388100,394600,413100,430800,433600,429900,429500,430600,432800,436800,441200,446100,448800,449700,449300,449000,450800,457600,465800,473600,485800,504300,522600,532700
274552,Mission,San Francisco,CA,San Francisco,San Francisco,1,764700,769700,779700,794000,807000,820200,831500,833900,831900,833200,837600,844800,851900,856600,855300,847300,838000,828800,817800,810800,810400,814200,821200,827800,829700,833200,840600,847100,850800,852400,855900,859900,864700,871000,882300,883500,876700
273794,Fresno High Roeding,Fresno,CA,Fresno,Fresno,1,81400,83400,85500,86400,86800,86600,86400,87100,87000,85800,85800,87200,89100,91500,94100,95400,96500,97500,98500,99300,100600,101600,100800,98900,97800,98100,98700,100300,103800,107600,110400,112700,114100,115300,116400,117900,119400
275306,Santa Teresa,San Jose,CA,San Jose,Santa Clara,1,327000,327300,327100,327700,329100,331000,333300,336000,340500,346000,350600,355000,361200,366500,368900,369700,368600,366600,365700,366200,369900,375700,381300,387500,394000,397500,400000,403300,405900,409700,415600,421800,431100,444700,457000,469700,480700
272756,Almaden Valley,San Jose,CA,San Jose,Santa Clara,1,340500,341200,342200,346100,350000,352500,355600,357800,358300,359300,362400,366600,368900,370900,374400,378100,380100,380600,380800,383700,388200,393000,396900,403300,412500,420700,427800,436000,441200,442500,449100,460500,470700,479200,490300,502200,510000
113736,Berryessa,San Jose,CA,San Jose,Santa Clara,1,301300,307700,312100,314200,315700,317700,320100,324400,326600,324800,324800,327000,328800,332200,339700,346900,350300,349900,349600,350300,352800,358300,365000,370900,377800,385600,393300,401600,405300,405700,405800,409400,417900,429600,440900,453300,463400
272760,Alum Rock-East Foothills,San Jose,CA,San Jose,Santa Clara,1,248500,251300,257000,262800,266000,267000,268200,273800,281800,286200,287300,288900,292500,298800,307800,310800,304000,296700,294300,294000,295000,297200,299000,302100,307500,312800,317300,322900,325700,327700,334300,342400,348200,355700,365400,374900,381900
268020,Bernal Heights,San Francisco,CA,San Francisco,San Francisco,1,882700,907200,947400,977500,988500,996300,1009300,1019400,1018700,1012500,1009000,1006900,1009400,1013900,1009500,993500,983600,982100,981000,980700,985400,990600,997300,1000600,996600,996500,1008800,1025900,1043600,1061100,1065500,1059100,1066300,1104800,1152800,1183400,1194200
191799,Ponderosa,Sunnyvale,CA,San Jose,Santa Clara,1,441000,450700,458700,465900,472800,479700,485700,490400,493600,495700,498300,504100,515700,530700,542300,548300,550000,551600,553500,555900,559300,563400,566000,570100,576800,581400,587600,603200,613200,609800,607900,614500,623300,636900,661400,688300,702900
274741,North San Jose,San Jose,CA,San Jose,Santa Clara,1,406100,411800,418600,423800,428500,436000,445300,450900,451700,452300,455200,457100,459500,467400,477700,482300,482400,482400,481700,480100,478300,478200,481200,487700,496300,505500,512500,516400,520200,525900,533900,543400,555400,567900,582100,600800,619800
268114,Downtown,San Francisco,CA,San Francisco,San Francisco,1,642600,648300,662900,678100,692100,712000,737500,749500,753100,760900,769300,775400,784200,792600,789500,775900,761100,746000,734800,731900,728500,726600,738200,758200,769300,772100,775000,778500,778100,776300,780900,789400,798700,805900,815600,816500,811100
268385,Pacific Heights,San Francisco,CA,San Francisco,San Francisco,1,884500,900200,916900,931900,940700,941800,947400,957200,962200,962300,965400,968800,973500,976200,974500,967400,955500,948900,942200,931700,922600,920300,918200,918100,913500,909700,910800,913900,915500,917500,920400,927600,937900,951800,974300,986100,981000
268337,Nob Hill,San Francisco,CA,San Francisco,San Francisco,1,846300,862900,879400,890500,899300,910800,920200,927600,936200,942700,943500,947700,955400,951200,941700,941100,940400,926500,907600,896600,891900,891000,893900,897000,897000,902100,912200,916500,913800,915200,921100,927100,934500,950300,971600,980900,977000
268491,South of Market,San Francisco,CA,San Francisco,San Francisco,1,752000,760600,772100,781000,788200,799400,813500,819700,820400,825700,833100,836700,840000,845600,847400,842400,833900,822600,810700,807500,809200,811200,816200,824800,827500,827400,831200,835500,837000,840800,849200,854200,856000,856000,861800,859400,849700
268338,Noe Valley,San Francisco,CA,San Francisco,San Francisco,1,946700,965400,994300,1013000,1020400,1024600,1034200,1038600,1026600,1009600,1001400,1000000,1002700,1003800,1000000,989500,981600,977600,974200,973500,979600,988900,1002200,1013200,1011700,1008000,1012800,1021200,1025000,1026400,1028700,1026100,1018500,1017100,1036900,1057500,1062400
268001,Ardenwood,Fremont,CA,San Francisco,Alameda,1,277500,281000,283600,285600,287900,289700,289400,289100,292000,295400,295700,296200,300000,305000,309600,313300,315000,315900,317900,324700,336000,345600,350700,355700,360300,364200,368400,370600,371800,370700,376100,387600,394500,398700,414200,429800,436000
268450,Russian Hill,San Francisco,CA,San Francisco,San Francisco,1,881400,895500,915300,937100,956900,974500,987400,996200,1006600,1012200,1019200,1041700,1071600,1089500,1094800,1083800,1068000,1052700,1034400,1015100,1004400,990300,978200,982200,990600,982700,970300,965900,960700,954100,954300,957100,959600,973200,1003900,1015600,1001500
273179,Centerville,Fremont,CA,San Francisco,Alameda,1,284100,287900,291900,294800,296900,299300,301200,303500,310600,321900,329900,330300,330500,336900,346900,355000,358900,360000,359900,361700,364400,366600,368500,370300,371300,373300,376400,377100,375600,376700,377600,377400,379300,379400,385900,401300,413000
273485,Downtown,Fremont,CA,San Francisco,Alameda,1,295300,298100,300700,301100,301500,303500,307000,311800,319600,329000,337800,344800,350600,356100,361100,363500,362600,360900,361200,362800,364000,364900,366900,369300,372400,376400,378800,377600,374800,375600,377300,380100,387100,396600,404900,411400,414400
273182,Central,Fresno,CA,Fresno,Fresno,1,55800,55700,55800,55900,55600,55000,54500,54500,54100,53700,53100,52300,51800,52400,53300,54100,54600,54800,55400,56600,57700,58300,58400,58300,58700,60000,61100,61800,62900,64500,67300,70500,73300,74300,74200,74000,74500
268206,Hayes Valley,San Francisco,CA,San Francisco,San Francisco,1,754500,770100,781800,791100,801700,812600,817700,816900,813500,818500,828600,835800,838600,838500,836900,832400,828400,823700,816100,809500,806200,806800,816000,829400,836200,840800,848000,851900,852500,856300,864500,868100,866700,864600,869200,868700,862100
274422,Marina,San Francisco,CA,San Francisco,San Francisco,1,830400,839900,858700,877100,891300,891900,879500,869700,867700,865800,864400,868100,876400,882800,882000,877500,872600,868200,867000,868400,870500,872900,876500,877400,873800,872000,875900,885100,892100,893400,895900,902900,910200,921400,939700,944600,934700
417501,Lower Pacific Heights,San Francisco,CA,San Francisco,San Francisco,1,661700,672500,690000,706500,721200,733100,739700,744700,750500,757300,760200,757000,760500,769600,772600,765000,754900,744700,737800,734900,730500,724000,720500,721700,719500,716100,724600,738600,746600,752400,763100,768800,774300,776200,777900,777500,775500
207518,South Beach,San Francisco,CA,San Francisco,San Francisco,1,859200,880000,897800,909100,921100,937700,949800,953900,953400,955900,958500,961400,968000,973500,973200,965300,952100,937000,926100,918900,913500,912100,917100,922500,921400,918200,919000,922900,924000,923100,924700,927400,931100,934300,945900,953400,951100
417499,Eureka Valley - Dolores Heights - Castro,San Francisco,CA,San Francisco,San Francisco,1,876500,891600,912600,932000,940700,952700,970200,981600,985400,987400,988300,987900,992800,999100,996000,979700,965000,960700,952500,937900,927200,924800,927400,932900,938700,945700,958900,973400,984800,990900,993100,994600,1000800,1012900,1034000,1043800,1036600
417500,Van Ness - Civic Center,San Francisco,CA,San Francisco,San Francisco,1,650400,652100,664200,679100,694300,714500,732300,742100,744900,744200,743000,744700,749100,754400,755000,749300,737500,719500,702400,695800,701000,708800,715500,718700,721300,727500,739500,743100,741300,740100,748800,757900,762300,760800,760300,752500,742400
268414,Potrero Hill,San Francisco,CA,San Francisco,San Francisco,1,767000,779400,796600,809000,820500,833000,839100,832200,824600,825600,833500,841400,849500,849800,846400,839900,833100,824800,817600,806300,800300,804000,815900,824400,829700,833800,837900,841600,844700,849900,858100,865600,868800,872900,883100,887400,883500
118904,Western Addition,San Francisco,CA,San Francisco,San Francisco,1,681000,690200,704900,718000,728600,741400,756200,767300,768700,768300,771300,775000,775700,777100,776000,770400,759900,743100,722900,711300,710000,711400,713500,716600,719300,724800,732800,734800,730800,730900,740800,751800,755300,758700,771600,780700,776700
276637,Warm Springs,Fremont,CA,San Francisco,Alameda,1,299700,306200,311100,314700,319300,325100,331200,338300,343900,346500,349000,354900,363000,369400,371900,372900,374300,374500,374100,376400,379600,380500,381400,385100,392200,400100,405100,408400,409900,407700,404200,404900,408900,412700,417700,426700,436200
417522,North Panhandle,San Francisco,CA,San Francisco,San Francisco,1,675600,686700,701300,715400,728400,743000,756700,760800,754200,748300,747800,750000,757600,763100,758600,746800,737800,730100,724600,722700,722000,722000,728500,737900,741400,743800,753000,763700,768600,773900,784100,791400,792700,796200,807100,809800,801400
268096,Cow Hollow,San Francisco,CA,San Francisco,San Francisco,1,886700,900200,921300,941400,951900,961400,969500,962700,955700,964500,971400,968600,970500,977300,974500,962700,949600,937400,926800,921300,916900,915200,920500,930300,935300,937600,939900,941900,945200,957200,975600,990300,999900,1014600,1038400,1046800,1037600
268517,Telegraph Hill,San Francisco,CA,San Francisco,San Francisco,1,859300,873800,897800,923400,939900,945800,949500,948700,940600,935200,937200,940800,945100,940300,930500,928700,927000,914300,902000,899900,901800,904500,910600,921800,927000,928100,930300,931200,928100,932700,944600,953400,960500,971200,986700,988300,977300
268405,Piedmont Avenue,Oakland,CA,San Francisco,Alameda,1,310800,320600,331600,344000,358800,369600,374900,380300,387200,394900,402700,406400,409500,412000,415900,419300,421900,422800,423400,422600,424700,428800,432300,434400,436300,439700,445800,449800,448500,445200,445800,449100,454700,460900,469800,477700,482900
273232,Cherry-Guardino,Fremont,CA,San Francisco,Alameda,1,302800,306900,309800,312100,318600,326600,332900,339300,346500,353000,359000,363900,368200,371800,373300,373800,375400,376100,376500,379400,383200,384800,385400,387200,389700,391000,390000,389600,391600,393300,393400,395300,400300,405900,412100,420100,427900
268416,Prescott,Oakland,CA,San Francisco,Alameda,1,402500,417600,429400,436800,442800,453600,464600,469700,470100,471800,476000,481000,483600,485400,489900,494200,494700,492700,494400,502200,512100,519300,523700,531400,543500,553600,554200,558800,572500,583200,582400,582300,588000,597900,606000,612400,617500
274853,Oakland Ave-Harrison St,Oakland,CA,San Francisco,Alameda,1,299600,309500,323400,337600,347800,352700,354500,359500,366000,372200,378600,384200,389500,394700,400400,405300,408500,409400,408100,406300,407700,412200,417400,423400,429400,435600,443200,447700,448200,449900,452000,450900,449900,451700,456800,466200,474800
268264,Longfellow,Oakland,CA,San Francisco,Alameda,1,426200,433700,438500,443600,455100,471300,482100,489100,496100,503300,509800,522900,538600,548200,552600,557200,560900,563500,570500,586100,600900,603900,599700,598100,599000,601500,603000,603500,602300,600100,597400,597600,603400,618500,641800,660900,669300
343944,North Central,San Mateo,CA,San Francisco,San Mateo,1,421000,430300,441300,448500,454100,461200,467800,474200,477500,478400,484400,494000,501500,505600,513600,523200,530800,535300,540900,546400,552400,559000,561100,561700,564400,563200,557300,553000,550500,549200,551200,557300,568300,579000,586900,599500,611800
417502,Yerba Buena,San Francisco,CA,San Francisco,San Francisco,1,762700,771700,790800,808900,815900,821300,832900,843000,845900,846000,846100,849700,858100,865500,866700,862000,860200,859900,855200,847900,843800,851700,872900,891100,894300,893300,891600,893600,893900,888500,884900,888900,892300,897900,911700,916400,907000
268156,Financial District,San Francisco,CA,San Francisco,San Francisco,1,883200,903100,919100,936400,955100,967100,971900,968100,961600,959200,960900,963700,973700,979100,989600,1005800,1011800,998200,985700,985700,991100,990100,988700,988800,982800,972300,960800,949300,939700,942400,956100,966500,964100,983400,1026200,1062900,1074200
417524,Buena Vista Park,San Francisco,CA,San Francisco,San Francisco,1,701100,712400,724800,733200,742800,761200,778000,783800,783800,788300,799800,810400,813100,811700,802800,792300,790600,790700,781500,769400,759300,752600,750500,752400,753600,753500,760900,773300,777600,775700,777400,780200,780800,790200,808500,813900,804500
343945,Central Business District,San Mateo,CA,San Francisco,San Mateo,1,518200,528500,540800,549500,555800,561000,563900,562500,556000,546500,543400,540300,535600,532200,533500,529200,524900,522100,522800,522000,526500,532900,537800,544200,554200,557400,555900,558300,560500,557400,560300,573000,585400,591400,593400,597200,602800
416988,Lauriedale,San Mateo,CA,San Francisco,San Mateo,1,453100,460100,470600,484800,500100,511300,517100,522600,523400,521100,523400,529900,535200,539800,546800,549400,543600,534400,531000,531700,534700,537200,538700,543000,550800,556900,562400,572200,583700,588700,591900,600300,609300,615200,621300,629500,636500
114292,Chinatown,Oakland,CA,San Francisco,Alameda,1,353500,367300,370600,364500,359600,356400,348300,345700,353500,363100,364600,361300,361800,364700,365400,365700,366800,366800,366300,368400,371700,371700,370900,373400,378600,383200,392300,405200,419900,432300,439600,443500,451100,459800,466200,474600,482700
343604,Produce & Waterfront,Oakland,CA,San Francisco,Alameda,1,406100,417300,428600,434800,441100,453000,468400,482800,494100,501200,505900,511300,518600,525900,533300,538800,542000,546300,553500,558900,561200,563100,565900,569600,576200,584300,589800,591400,594200,594900,593400,593100,598200,599600,609100,626400,639100
416977,Mariners Island,San Mateo,CA,San Francisco,San Mateo,1,490400,500400,511900,523000,535500,546900,552600,558300,570700,587300,600200,606400,611600,616800,620800,622700,623300,621700,622800,628100,631400,630200,628100,629100,633100,636400,639200,645100,654000,658800,665200,674100,682900,680100,676600,682300,692800
417526,Central Waterfront - Dogpatch,San Francisco,CA,San Francisco,San Francisco,1,842200,861300,886400,905700,922100,938500,958000,972800,977700,977500,978800,978500,977900,980300,979300,970200,963500,951400,931700,917500,917500,920800,933000,941100,940100,939500,949100,958500,958500,953900,955100,957800,961600,967600,979000,994500,1005700
343602,Old City,Oakland,CA,San Francisco,Alameda,1,377300,393200,411700,424900,433700,442000,447900,454600,464500,474100,480500,483700,485100,489300,494700,492500,488400,486900,487300,490400,499400,506200,509800,510800,514000,519900,525000,527400,530400,535200,538800,541400,544700,549800,557700,566900,573100
273272,Claremont,Oakland,CA,San Francisco,Alameda,1,342100,346300,348700,349000,350000,352400,354900,358400,362800,366800,369900,373200,377000,379800,381000,381300,380300,378900,380100,385600,392000,397700,402100,404700,406900,411400,415100,417000,418900,420200,422000,426600,433100,439400,447200,455400,461900
275237,Roosevelt,Fresno,CA,Fresno,Fresno,2,81400,81600,81700,81600,81600,81600,82200,83400,84800,86500,88300,90200,92100,94200,97000,100700,103900,105500,106700,107900,108100,107800,108600,110200,111900,113200,114100,114500,114900,115600,116600,118100,120200,122100,123000,124100,125700
273565,East San Jose,San Jose,CA,San Jose,Santa Clara,2,359700,364000,373100,383200,392000,400500,406700,409700,410700,412100,414800,417200,418800,421600,425900,429800,431300,431400,431600,433300,436100,438600,439200,440300,444700,451900,459000,464500,467000,468900,472600,479400,489400,503200,520300,535600,543000
273088,Bullard,Fresno,CA,Fresno,Fresno,2,141300,141700,142000,142600,143200,144400,145900,147400,147900,148300,149500,151500,153300,154700,155900,157600,159500,159600,157800,156500,156500,156700,156800,158100,160000,161400,162800,164700,166500,168000,169800,172300,174300,176200,178400,180400,181500
276652,West San Jose,San Jose,CA,San Jose,Santa Clara,2,603200,610800,624800,640900,651000,659700,669200,678700,687400,693100,696200,698500,703400,712000,724900,739100,747800,749400,747500,747600,749800,752000,751400,753100,762900,776600,788500,798000,802700,805300,811500,822900,839700,863800,891300,915500,930400
273480,Downtown,San Jose,CA,San Jose,Santa Clara,2,548500,553600,560100,568300,577800,587900,597900,607500,614000,617600,619600,621400,625900,633800,642100,649300,652000,651800,652000,655200,659100,662400,664700,669000,676400,684700,693900,704700,712700,717900,724500,733500,745500,763100,786300,810500,826500
274756,North Valley,San Jose,CA,San Jose,Santa Clara,2,469200,472700,476600,480400,485800,493400,501900,509900,516100,519100,519300,519400,522500,528300,534200,537900,538400,537200,535800,537300,542500,548900,554600,561500,569200,577300,586500,597300,604800,611200,617500,624000,631900,646800,667200,686100,695800
115003,Evergreen,San Jose,CA,San Jose,Santa Clara,2,518100,521800,530800,540200,551100,564400,574600,580000,587500,594400,597000,596800,599400,607000,616500,623700,625000,623200,621000,623700,628600,632700,634900,638200,643900,651100,659300,668700,674900,679900,689600,702200,711200,722700,739900,753300,757700
118987,Willow Glen,San Jose,CA,San Jose,Santa Clara,2,695100,701000,710600,722100,733600,743900,756200,766400,773000,776300,777500,774000,774300,783700,797500,808600,813200,811900,809400,811400,817000,822600,826100,834100,846400,853900,857400,864400,872500,879600,888600,899400,914100,934900,961000,986800,1002700
276215,Blossom Valley,San Jose,CA,San Jose,Santa Clara,2,340000,343700,347600,353200,358900,364000,368500,372500,375800,378900,380800,382300,385600,392100,399900,404500,405200,405500,406700,409400,413100,416100,419800,428700,440800,448900,453000,457700,461500,463800,467400,472100,476800,486300,500800,513400,520300
114074,Cambrian Park,San Jose,CA,San Jose,Santa Clara,2,450700,456200,462300,468800,474700,479100,480500,482100,486000,492400,497800,499800,501600,508300,518200,526700,530000,528600,525800,525800,528200,532500,537700,545500,554900,563000,569100,576700,581500,585100,591100,600400,608700,619800,635300,648100,651900
276151,Woodward Park,Fresno,CA,Fresno,Fresno,2,150400,150800,151900,153600,155600,157800,159600,161900,165000,167500,168700,169200,169900,171100,171900,172000,171800,171800,171900,172200,173100,174500,175400,176000,176700,178000,179400,180200,180800,182100,183800,185000,186200,187900,189400,192500,197200
274552,Mission,San Francisco,CA,San Francisco,San Francisco,2,1075700,1098600,1123500,1140400,1154100,1163900,1169500,1168800,1165600,1164500,1169400,1177900,1186800,1192700,1192500,1189300,1187500,1185100,1183900,1185900,1189300,1198000,1217900,1235500,1240700,1241200,1247800,1255100,1257100,1259000,1272200,1287400,1296500,1309500,1335100,1348700,1343700
274056,Hoover,Fresno,CA,Fresno,Fresno,2,91700,92700,94000,95700,96100,95700,95600,94700,93100,91600,90100,88500,88400,88700,88700,89800,93500,97100,98700,99600,101500,103000,104300,105200,105100,106000,107600,106400,104900,106500,110500,114400,118000,121300,123300,124200,125900
273794,Fresno High Roeding,Fresno,CA,Fresno,Fresno,2,118400,119000,119700,120800,121500,122200,123300,124300,124700,125200,125900,126600,127600,128600,130100,132000,133900,135300,136200,136700,137200,137700,138000,138400,139400,140800,142700,144800,146700,148400,150500,152400,153700,155000,156600,159000,161800
276446,Mclane,Fresno,CA,Fresno,Fresno,2,114000,114700,115800,116600,117100,117800,119700,121800,123300,124200,125000,125700,126300,127100,128300,129900,131400,132500,132900,132900,133600,134700,135500,135900,136200,137300,138600,139300,140000,141400,143100,144200,145100,146000,146600,148100,150400
273674,Fairgrounds,San Jose,CA,San Jose,Santa Clara,2,473500,480100,486900,489700,488200,489800,497200,504900,509700,511700,512200,512100,514400,519700,526300,532500,535600,536400,537400,541100,545600,551400,555900,560300,567600,578900,588100,595000,600900,607000,613200,621800,632700,646500,663000,681200,694700
275306,Santa Teresa,San Jose,CA,San Jose,Santa Clara,2,463300,472400,478600,483900,490500,495300,499600,503100,505500,506800,508500,509500,511900,517600,522100,524600,525900,525300,523100,523700,525900,528300,531300,536800,545100,554000,564200,576900,586600,592600,596600,600800,608900,620500,631600,642500,649800
117224,Parkway,Sacramento,CA,Sacramento,Sacramento,2,113500,114100,115200,116300,117200,118200,119600,122200,125800,128800,130700,132200,134700,138400,141900,144300,147000,150500,153500,156300,158600,159800,160900,162300,162400,163800,168800,175200,179800,182800,184700,185900,186600,189900,194500,197300,198000
46736,Newbury Park,Thousand Oaks,CA,Ventura,Ventura,2,309200,313800,314300,313100,312900,314400,316500,317100,319500,323200,324700,327700,332700,335600,336800,336100,333300,330300,327800,326800,329900,332700,333000,333900,338100,343300,349400,357600,363100,361600,360400,363000,361600,362300,368400,374900,378100
272756,Almaden Valley,San Jose,CA,San Jose,Santa Clara,2,544200,546700,547700,546500,547600,552400,560000,567400,573400,578300,582700,581800,584200,595700,613800,630600,638500,637400,633800,633500,634300,635000,632900,637600,649900,662300,668400,675000,679800,683500,689800,704600,720900,739100,757600,773000,778900
46793,North Highlands,Sacramento,CA,Sacramento,Sacramento,2,140200,141900,144500,145500,145900,147300,149000,150700,153600,156900,159700,162600,165700,168400,171000,173700,175900,178200,181300,184700,187900,190500,192300,193600,194100,194700,196600,199500,202200,204300,206600,208900,211000,214400,218200,221500,225300
275845,Valley High-North Laguna,Sacramento,CA,Sacramento,Sacramento,2,144200,145100,147900,152100,155300,157900,161000,164700,169000,172300,174900,175600,174600,171900,171700,174800,177500,177700,179700,183700,186300,188800,192100,194700,196100,197900,199400,200000,202500,206900,209700,210700,212500,215500,219600,223500,226300
273594,Edenvale - Seven Trees,San Jose,CA,San Jose,Santa Clara,2,332700,334100,338100,343200,348100,352000,353800,353300,354400,356200,356300,354900,357400,366500,378700,391600,399200,401600,404200,409600,413800,418300,422000,427200,435600,442100,446200,449900,450500,448800,449800,454800,465600,481600,497200,509400,516100
113736,Berryessa,San Jose,CA,San Jose,Santa Clara,2,415600,419100,424000,429500,436100,443200,447000,447700,449300,453100,456200,459200,465800,477100,485800,489300,488600,487900,488400,492500,500100,509900,518100,524800,531300,536400,541400,549600,557900,563700,567700,572300,581400,597100,619500,642900,656300
276646,West,Fresno,CA,Fresno,Fresno,2,107400,108600,109600,111300,113200,114300,115300,116500,117900,118900,120200,121100,121500,121600,122400,123000,123400,123500,124100,124800,124800,125200,126400,127300,127800,129400,132000,134400,136400,138800,141700,144800,147300,149300,151000,152800,154100
272760,Alum Rock-East Foothills,San Jose,CA,San Jose,Santa Clara,2,344900,348900,355100,360200,363700,367800,372900,377200,382300,389700,397700,402000,405200,411300,419200,424400,423800,420500,418300,418600,418000,417600,418500,421100,425800,430800,438100,449300,460000,469000,479400,488800,496600,506800,519900,531900,539000
268020,Bernal Heights,San Francisco,CA,San Francisco,San Francisco,2,1037700,1053600,1079500,1101600,1111800,1116300,1121900,1124500,1122500,1122700,1127900,1135200,1142800,1149400,1148600,1140500,1132600,1132000,1137900,1148700,1159100,1170400,1190800,1217500,1236800,1248700,1259300,1271900,1287100,1298900,1303900,1298600,1294800,1305000,1335500,1358800,1361600
268284,Meadowview,Sacramento,CA,Sacramento,Sacramento,2,123200,125700,129600,130300,128300,127300,127400,127300,128800,132200,136700,142100,147100,149600,151300,154500,157900,161100,163800,165500,167800,170700,172700,172800,172400,174200,179200,181900,182600,184600,186100,184100,180400,179000,178800,178300,177300
268409,Pocket,Sacramento,CA,Sacramento,Sacramento,2,236500,238300,242100,243900,245000,247100,249200,251100,253700,255400,257200,260000,262700,264400,265700,267100,269700,272200,273800,275600,278800,281900,284500,287200,290700,293600,295900,298600,301600,305000,309900,313800,314700,316100,318100,319400,321300
117654,Central Richmond,San Francisco,CA,San Francisco,San Francisco,2,1030000,1043600,1065900,1089000,1108100,1119700,1125600,1125400,1117400,1110900,1114700,1123700,1136400,1158700,1184600,1199100,1194500,1184100,1182200,1190500,1196400,1196400,1199600,1207100,1214400,1220500,1233900,1250000,1261900,1269200,1274900,1275400,1277800,1290900,1311300,1321600,1320100
191799,Ponderosa,Sunnyvale,CA,San Jose,Santa Clara,2,598000,607900,617700,626100,633600,642200,647500,651500,661700,677300,692700,700500,704500,711900,723100,731000,731400,729000,729700,733100,736200,738300,739600,744100,753700,767200,785200,803400,812600,816600,820400,823500,836900,862900,887500,902400,912300
268489,South Natomas,Sacramento,CA,Sacramento,Sacramento,2,164800,167300,171200,173700,176200,180800,185500,188400,190700,193100,195700,197500,198200,198700,200200,203500,207600,211400,214200,216700,218300,219600,221800,224300,225100,224100,223700,224000,225800,226700,227400,229000,231100,232700,234600,236500,238500
268150,Excelsior,San Francisco,CA,San Francisco,San Francisco,2,685800,696000,707600,719900,732200,743600,754200,760000,761500,766000,771900,775600,782200,789300,789500,782600,775900,771200,768600,769800,772100,775300,783900,794300,799400,805900,817700,832200,845700,856100,866600,879500,892400,903300,919900,927800,923500
272885,Bayview,San Francisco,CA,San Francisco,San Francisco,2,600400,616600,632600,645700,658000,670400,682300,689000,691300,693900,696400,695800,696100,696900,695500,688700,679100,671700,668900,669100,670600,677300,691300,702100,703000,707600,722900,737600,743700,747400,756200,766400,774200,780000,790500,793000,787000
276318,Edison,Fresno,CA,Fresno,Fresno,2,76200,76700,77000,76800,76500,76100,75700,75100,74900,75200,76100,76500,77200,78900,82200,85500,87700,89200,90200,91000,91900,92500,92500,92800,93700,94900,95800,96700,97700,97600,97600,99100,101000,102900,104900,105800,106300
274256,Lakewood,Sunnyvale,CA,San Jose,Santa Clara,2,831800,840200,854700,871200,888100,907500,925500,938000,945800,952500,957600,960400,964900,977000,990900,997300,994200,986700,981300,983600,992500,1003500,1014200,1028700,1049800,1062700,1065500,1077500,1097800,1114600,1129100,1148500,1173600,1202800,1234500,1264900,1283300
417497,Central Sunset,San Francisco,CA,San Francisco,San Francisco,2,971300,990300,1011500,1030000,1048500,1067600,1083200,1090100,1090600,1094400,1104200,1113000,1119700,1127300,1127700,1114100,1097800,1094100,1097000,1098000,1095800,1097200,1114000,1149000,1180100,1200400,1220500,1239400,1251500,1261800,1273900,1284900,1296200,1310900,1330200,1336400,1329700
